0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.02	0.00	200.00	200.00	-0.00
0.04	0.00	200.00	200.00	-0.00
0.06	0.00	200.00	200.00	-0.00
0.10	0.00	200.00	200.00	-0.00
0.13	0.00	200.01	199.99	-0.00
0.17	0.00	200.01	199.99	-0.00
0.21	0.00	200.01	199.99	-0.00
0.25	0.00	200.02	199.98	-0.00
0.31	0.00	200.02	199.98	-0.01
0.37	0.00	200.03	199.97	-0.01
0.45	0.00	200.04	199.96	-0.01
0.52	0.00	200.05	199.95	-0.01
0.60	0.00	200.06	199.94	-0.01
0.71	0.00	200.07	199.93	-0.01
0.80	0.00	200.09	199.91	-0.01
0.90	0.00	200.10	199.90	-0.02
1.05	0.00	200.12	199.88	-0.02
1.16	0.00	200.15	199.85	-0.02
1.26	0.00	200.17	199.83	-0.02
1.39	0.00	200.19	199.81	-0.03
1.50	0.00	200.22	199.78	-0.03
1.60	0.00	200.25	199.75	-0.03
1.73	0.00	200.28	199.72	-0.03
1.84	0.00	200.32	199.68	-0.03
1.96	0.00	200.35	199.65	-0.04
2.06	0.00	200.39	199.61	-0.04
2.14	0.00	200.43	199.57	-0.04
2.21	0.00	200.47	199.53	-0.04
2.28	0.00	200.51	199.49	-0.04
2.37	0.00	200.56	199.44	-0.04
2.44	0.00	200.60	199.40	-0.05
2.50	0.00	200.65	199.35	-0.05
2.56	0.00	200.70	199.30	-0.05
2.61	0.00	200.75	199.25	-0.05
2.66	0.00	200.79	199.21	-0.05
2.70	0.00	200.84	199.16	-0.05
2.73	0.00	200.90	199.10	-0.05
2.77	0.00	200.95	199.05	-0.05
2.80	0.00	201.00	199.00	-0.05
2.82	0.00	201.05	198.95	-0.05
2.82	0.00	201.10	198.90	-0.05
2.83	0.00	201.15	198.85	-0.05
2.84	0.00	201.21	198.79	-0.05
2.84	0.00	201.26	198.74	-0.05
2.84	0.00	201.31	198.69	-0.05
2.84	0.00	201.36	198.64	-0.05
2.84	0.00	201.42	198.58	-0.05
2.82	0.00	201.47	198.53	-0.05
2.79	0.00	201.52	198.48	-0.05
2.75	0.00	201.57	198.43	-0.05
2.70	0.00	201.62	198.38	-0.05
2.65	0.00	201.67	198.33	-0.05
2.60	0.00	201.72	198.28	-0.05
2.56	0.00	201.77	198.23	-0.05
2.51	0.00	201.81	198.19	-0.05
2.46	0.00	201.86	198.14	-0.05
2.42	0.00	201.90	198.10	-0.04
2.38	0.00	201.95	198.05	-0.04
2.34	0.00	201.99	198.01	-0.04
2.30	0.00	202.03	197.97	-0.04
2.27	0.00	202.07	197.93	-0.04
2.24	0.00	202.12	197.88	-0.04
2.22	0.00	202.16	197.84	-0.04
2.19	0.00	202.20	197.80	-0.04
2.16	0.00	202.24	197.76	-0.04
2.13	0.00	202.28	197.72	-0.04
2.10	0.00	202.32	197.68	-0.04
2.08	0.00	202.35	197.65	-0.04
2.05	0.00	202.39	197.61	-0.04
1.98	0.00	202.43	197.57	-0.04
1.92	0.00	202.46	197.54	-0.04
1.84	0.00	202.50	197.50	-0.03
1.76	0.00	202.53	197.47	-0.03
1.69	0.00	202.56	197.44	-0.03
1.60	0.00	202.59	197.41	-0.03
1.51	0.00	202.62	197.38	-0.03
1.43	0.00	202.65	197.35	-0.03
1.35	0.00	202.67	197.33	-0.02
1.24	0.00	202.69	197.31	-0.02
1.16	0.00	202.72	197.28	-0.02
1.08	0.00	202.74	197.26	-0.02
0.97	0.00	202.75	197.25	-0.02
0.86	0.00	202.77	197.23	-0.02
0.76	0.00	202.78	197.22	-0.01
0.67	0.00	202.80	197.20	-0.01
0.54	0.00	202.81	197.19	-0.01
0.42	0.00	202.81	197.19	-0.01
0.32	0.00	202.82	197.18	-0.01
0.20	0.00	202.82	197.18	-0.00
0.09	0.00	202.83	197.17	-0.00
-0.02	0.00	202.82	197.18	0.00
-0.15	0.00	202.82	197.18	0.00
-0.26	0.00	202.82	197.18	0.00
-0.37	0.00	202.81	197.19	0.01
-0.51	0.00	202.80	197.20	0.01
-0.60	0.00	202.79	197.21	0.01
-0.70	0.00	202.78	197.22	0.01
-0.82	0.00	202.76	197.24	0.02
-0.92	0.00	202.74	197.26	0.02
-1.02	0.00	202.73	197.27	0.02
-1.11	0.00	202.71	197.29	0.02
-1.19	0.00	202.68	197.32	0.02
-1.26	0.00	202.66	197.34	0.02
-1.33	0.00	202.64	197.36	0.02
-1.41	0.00	202.61	197.39	0.03
-1.48	0.00	202.58	197.42	0.03
-1.51	0.00	202.55	197.45	0.03
-1.54	0.00	202.53	197.47	0.03
-1.56	0.00	202.50	197.50	0.03
-1.58	0.00	202.47	197.53	0.03
-1.61	0.00	202.44	197.56	0.03
-1.61	0.00	202.41	197.59	0.03
-1.61	0.00	202.38	197.62	0.03
-1.64	0.00	202.35	197.65	0.03
-1.67	0.00	202.32	197.68	0.03
-1.72	0.00	202.29	197.71	0.03
-1.79	0.00	202.25	197.75	0.03
-1.84	0.00	202.22	197.78	0.03
-1.90	0.00	202.18	197.82	0.04
-1.95	0.00	202.15	197.85	0.04
-1.99	0.00	202.11	197.89	0.04
-2.03	0.00	202.07	197.93	0.04
-2.10	0.00	202.03	197.97	0.04
-2.16	0.00	201.99	198.01	0.04
-2.22	0.00	201.95	198.05	0.04
-2.29	0.00	201.91	198.09	0.04
-2.39	0.00	201.87	198.13	0.04
-2.46	0.00	201.82	198.18	0.05
-2.54	0.00	201.77	198.23	0.05
-2.62	0.00	201.73	198.27	0.05
-2.69	0.00	201.68	198.32	0.05
-2.76	0.00	201.62	198.38	0.05
-2.85	0.00	201.57	198.43	0.05
-2.95	0.00	201.52	198.48	0.05
-3.04	0.00	201.46	198.54	0.06
-3.13	0.00	201.40	198.60	0.06
-3.22	0.00	201.34	198.66	0.06
-3.31	0.00	201.28	198.72	0.06
-3.37	0.00	201.22	198.78	0.06
-3.39	0.00	201.16	198.84	0.06
-3.40	0.00	201.09	198.91	0.06
-3.43	0.00	201.03	198.97	0.06
-3.44	0.00	200.97	199.03	0.06
-3.46	0.00	200.90	199.10	0.06
-3.50	0.00	200.84	199.16	0.06
-3.55	0.00	200.77	199.23	0.07
-3.62	0.00	200.71	199.29	0.07
-3.71	0.00	200.64	199.36	0.07
-3.83	0.00	200.57	199.43	0.07
-3.97	0.00	200.49	199.51	0.07
-4.10	0.00	200.42	199.58	0.08
-4.27	0.00	200.34	199.66	0.08
-4.41	0.00	200.26	199.74	0.08
-4.56	0.00	200.17	199.83	0.08
-4.71	0.00	200.08	199.92	0.09
-4.84	0.00	200.00	200.00	0.09
-5.00	0.00	199.90	200.10	0.09
-5.24	0.00	199.81	200.19	0.10
-5.39	0.00	199.71	200.29	0.10
-5.51	0.00	199.60	200.40	0.10
-5.64	0.00	199.50	200.50	0.10
-5.72	0.00	199.39	200.61	0.11
-5.77	0.00	199.29	200.71	0.11
-5.81	0.00	199.18	200.82	0.11
-5.85	0.00	199.07	200.93	0.11
-5.89	0.00	198.96	201.04	0.11
-5.93	0.00	198.85	201.15	0.11
-5.97	0.00	198.74	201.26	0.11
-6.02	0.00	198.63	201.37	0.11
-6.06	0.00	198.52	201.48	0.11
-6.09	0.00	198.41	201.59	0.11
-6.12	0.00	198.29	201.71	0.11
-6.16	0.00	198.18	201.82	0.11
-6.19	0.00	198.06	201.94	0.11
-6.23	0.00	197.95	202.05	0.12
-6.27	0.00	197.83	202.17	0.12
-6.32	0.00	197.72	202.28	0.12
-6.36	0.00	197.60	202.40	0.12
-6.40	0.00	197.48	202.52	0.12
-6.43	0.00	197.36	202.64	0.12
-6.47	0.00	197.24	202.76	0.12
-6.50	0.00	197.12	202.88	0.12
-6.52	0.00	197.00	203.00	0.12
-6.54	0.00	196.88	203.12	0.12
-6.55	0.00	196.76	203.24	0.12
-6.55	0.00	196.64	203.36	0.12
-6.54	0.00	196.52	203.48	0.12
-6.54	0.00	196.40	203.60	0.12
