























0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.00	0.00	200.00	200.00	0.00
0.02	0.00	200.00	200.00	-0.00
0.04	0.00	200.00	200.00	-0.00
0.07	0.00	200.00	200.00	-0.00
0.11	0.00	200.00	200.00	-0.00
0.14	0.00	200.00	200.00	-0.00
0.17	0.00	200.01	199.99	-0.00
0.20	0.00	200.01	199.99	-0.00
0.25	0.00	200.01	199.99	-0.00
0.28	0.00	200.02	199.98	-0.00
0.32	0.00	200.02	199.98	-0.00
0.38	0.00	200.03	199.97	-0.00
0.41	0.00	200.03	199.97	-0.01
0.44	0.00	200.04	199.96	-0.01
0.49	0.00	200.04	199.96	-0.01
0.53	0.00	200.05	199.95	-0.01
0.57	0.00	200.06	199.94	-0.01
0.63	0.00	200.06	199.94	-0.01
0.70	0.00	200.07	199.93	-0.01
0.75	0.00	200.08	199.92	-0.01
0.80	0.00	200.09	199.91	-0.01
0.86	0.00	200.10	199.90	-0.01
0.91	0.00	200.12	199.88	-0.01
0.97	0.00	200.13	199.87	-0.01
1.03	0.00	200.14	199.86	-0.01
1.07	0.00	200.15	199.85	-0.01
1.12	0.00	200.17	199.83	-0.01
1.17	0.00	200.18	199.82	-0.01
1.21	0.00	200.20	199.80	-0.02
1.24	0.00	200.21	199.79	-0.02
1.28	0.00	200.23	199.77	-0.02
1.31	0.00	200.25	199.75	-0.02
1.34	0.00	200.27	199.74	-0.02
1.34	0.00	200.28	199.72	-0.02
1.34	0.00	200.30	199.70	-0.02
1.36	0.00	200.32	199.68	-0.02
1.40	0.00	200.33	199.67	-0.02
1.43	0.00	200.35	199.65	-0.02
1.46	0.00	200.37	199.63	-0.02
1.48	0.00	200.39	199.61	-0.02
1.48	0.00	200.41	199.59	-0.02
1.46	0.00	200.43	199.57	-0.02
1.43	0.00	200.45	199.55	-0.02
1.41	0.00	200.46	199.54	-0.02
1.38	0.00	200.48	199.52	-0.02
1.33	0.00	200.50	199.50	-0.02
1.30	0.00	200.51	199.49	-0.02
1.27	0.00	200.53	199.47	-0.02
1.24	0.00	200.55	199.45	-0.02
1.22	0.00	200.56	199.44	-0.02
1.19	0.00	200.58	199.42	-0.02
1.15	0.00	200.59	199.41	-0.01
1.11	0.00	200.61	199.39	-0.01
1.07	0.00	200.62	199.38	-0.01
1.03	0.00	200.63	199.37	-0.01
0.97	0.00	200.65	199.35	-0.01
0.92	0.00	200.66	199.34	-0.01
0.87	0.00	200.67	199.33	-0.01
0.80	0.00	200.68	199.32	-0.01
0.75	0.00	200.69	199.31	-0.01
0.70	0.00	200.70	199.30	-0.01
0.66	0.00	200.71	199.29	-0.01
0.62	0.00	200.71	199.29	-0.01
0.58	0.00	200.72	199.28	-0.01
0.53	0.00	200.73	199.27	-0.01
0.48	0.00	200.73	199.27	-0.01
0.43	0.00	200.74	199.26	-0.01
0.37	0.00	200.74	199.26	-0.00
0.32	0.00	200.75	199.25	-0.00
0.27	0.00	200.75	199.25	-0.00
0.21	0.00	200.75	199.25	-0.00
0.17	0.00	200.76	199.24	-0.00
0.12	0.00	200.76	199.24	-0.00
0.06	0.00	200.76	199.24	-0.00
0.02	0.00	200.76	199.24	-0.00
-0.04	0.00	200.76	199.24	0.00
-0.11	0.00	200.76	199.24	0.00
-0.20	0.00	200.75	199.25	0.00
-0.26	0.00	200.75	199.25	0.00
-0.33	0.00	200.75	199.25	0.00
-0.41	0.00	200.74	199.26	0.01
-0.47	0.00	200.74	199.26	0.01
-0.50	0.00	200.73	199.27	0.01
-0.53	0.00	200.72	199.28	0.01
-0.56	0.00	200.72	199.28	0.01
-0.59	0.00	200.71	199.29	0.01
-0.63	0.00	200.70	199.30	0.01
-0.67	0.00	200.69	199.31	0.01
-0.72	0.00	200.68	199.32	0.01
-0.78	0.00	200.67	199.33	0.01
-0.82	0.00	200.66	199.34	0.01
-0.87	0.00	200.65	199.35	0.01
-0.91	0.00	200.64	199.36	0.01
-0.95	0.00	200.63	199.37	0.01
-0.99	0.00	200.61	199.39	0.01
-1.04	0.00	200.60	199.40	0.01
-1.09	0.00	200.59	199.41	0.01
-1.15	0.00	200.57	199.43	0.01
-1.21	0.00	200.56	199.44	0.02
-1.28	0.00	200.54	199.46	0.02
-1.33	0.00	200.52	199.48	0.02
-1.39	0.00	200.51	199.49	0.02
-1.45	0.00	200.49	199.51	0.02
-1.49	0.00	200.47	199.53	0.02
-1.52	0.00	200.45	199.55	0.02
-1.55	0.00	200.43	199.57	0.02
-1.57	0.00	200.41	199.59	0.02
-1.59	0.00	200.39	199.61	0.02
-1.66	0.00	200.37	199.63	0.02
-1.74	0.00	200.35	199.65	0.02
-1.85	0.00	200.32	199.68	0.02
-2.01	0.00	200.30	199.70	0.03
-2.14	0.00	200.27	199.73	0.03
-2.23	0.00	200.24	199.76	0.03
-2.32	0.00	200.21	199.79	0.03
-2.42	0.00	200.18	199.82	0.03
-2.53	0.00	200.15	199.85	0.03
-2.64	0.00	200.11	199.89	0.03
-2.73	0.00	200.08	199.92	0.03
-2.79	0.00	200.04	199.96	0.04
-2.84	0.00	200.01	199.99	0.04
-2.89	0.00	199.97	200.03	0.04
-2.95	0.00	199.93	200.07	0.04
-2.98	0.00	199.90	200.10	0.04
-2.99	0.00	199.86	200.14	0.04
-3.00	0.00	199.82	200.18	0.04
-3.02	0.00	199.78	200.22	0.04
-3.04	0.00	199.74	200.26	0.04
-3.05	0.00	199.70	200.30	0.04
-3.07	0.00	199.66	200.34	0.04
-3.10	0.00	199.62	200.38	0.04
-3.14	0.00	199.58	200.42	0.04
-3.17	0.00	199.54	200.46	0.04
-3.20	0.00	199.50	200.50	0.04
-3.23	0.00	199.46	200.54	0.04
-3.28	0.00	199.42	200.58	0.04
-3.37	0.00	199.38	200.62	0.04
-3.43	0.00	199.33	200.67	0.04
-3.50	0.00	199.29	200.71	0.04
-3.55	0.00	199.24	200.76	0.05
-3.62	0.00	199.20	200.80	0.05
-3.67	0.00	199.15	200.85	0.05
-3.72	0.00	199.10	200.90	0.05
-3.78	0.00	199.05	200.95	0.05
-3.82	0.00	199.01	200.99	0.05
-3.84	0.00	198.96	201.04	0.05
-3.85	0.00	198.91	201.09	0.05
-3.85	0.00	198.86	201.14	0.05
-3.85	0.00	198.81	201.19	0.05
-3.85	0.00	198.76	201.24	0.05
-3.85	0.00	198.71	201.29	0.05
-3.85	0.00	198.66	201.34	0.05
-3.85	0.00	198.61	201.39	0.05
-3.85	0.00	198.56	201.44	0.05
-3.85	0.00	198.51	201.49	0.05
-3.87	0.00	198.46	201.54	0.05
-3.89	0.00	198.42	201.58	0.05
-3.91	0.00	198.37	201.63	0.05
-3.93	0.00	198.32	201.68	0.05
-3.95	0.00	198.27	201.73	0.05
-3.97	0.00	198.21	201.79	0.05
-3.97	0.00	198.16	201.84	0.05
-4.02	0.00	198.11	201.89	0.05
-4.11	0.00	198.06	201.94	0.05
-4.23	0.00	198.01	201.99	0.05
-4.40	0.00	197.95	202.05	0.06
-4.56	0.00	197.89	202.11	0.06
-4.71	0.00	197.83	202.17	0.06
-4.87	0.00	197.77	202.23	0.06
-5.01	0.00	197.71	202.29	0.06
-5.16	0.00	197.64	202.36	0.07
-5.31	0.00	197.57	202.43	0.07
-5.43	0.00	197.50	202.50	0.07
-5.53	0.00	197.43	202.57	0.07
-5.63	0.00	197.36	202.64	0.07
-5.72	0.00	197.29	202.71	0.07
-5.79	0.00	197.21	202.79	0.07
-5.86	0.00	197.14	202.86	0.07
-5.91	0.00	197.06	202.94	0.08
-5.96	0.00	196.99	203.01	0.08
-6.02	0.00	196.91	203.09	0.08
-6.09	0.00	196.83	203.17	0.08
-6.15	0.00	196.76	203.24	0.08
-6.22	0.00	196.68	203.32	0.08
-6.28	0.00	196.60	203.40	0.08
-6.32	0.00	196.52	203.48	0.08
-6.35	0.00	196.43	203.57	0.08
