0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	1	100	255	50	99.46	255	49.73
0	2	100	255	50	98.93	255	22.59
0	2	100	255	50	98.93	255	49.46
1	2	99.46	255	22.86	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
1	2	99.46	255	49.73	98.93	255	49.46
2	3	98.93	255	22.59	98.39	255	22.32
2	3	98.93	255	49.46	98.39	255	49.19
2	3	98.93	255	49.46	98.39	255	49.19
3	3	98.39	255	22.32	98.39	255	49.19
3	4	98.39	255	49.19	97.85	255	22.05
3	4	98.39	255	49.19	97.85	255	48.93
3	4	98.39	255	49.19	97.85	255	48.93
3	4	98.39	255	49.19	97.85	255	48.93
3	4	98.39	255	49.19	97.85	255	48.93
3	4	98.39	255	49.19	97.85	255	48.93
3	4	98.39	255	49.19	97.85	255	48.93
3	4	98.39	255	49.19	97.85	255	48.93
3	5	98.39	255	49.19	97.31	255	21.78
3	5	98.39	255	49.19	97.31	255	48.66
3	5	98.39	255	49.19	97.31	255	48.66
3	5	98.39	255	49.19	97.31	255	48.66
3	6	98.39	255	49.19	96.77	255	21.51
3	6	98.39	255	49.19	96.77	255	48.39
3	6	98.39	255	49.19	96.77	255	48.39
3	6	98.39	255	49.19	96.77	255	48.39
3	6	98.39	255	49.19	96.77	255	48.39
3	6	98.39	255	49.19	96.77	255	48.39
3	6	98.39	255	49.19	96.77	255	48.39
4	7	97.85	255	22.05	96.24	255	21.24
4	7	97.85	255	48.93	96.24	255	48.12
4	7	97.85	255	48.93	96.24	255	48.12
5	7	97.31	255	21.78	96.24	255	48.12
5	8	97.31	255	48.66	95.7	255	20.97
5	8	97.31	255	48.66	95.7	255	47.85
5	8	97.31	255	48.66	95.7	255	47.85
5	8	97.31	255	48.66	95.7	255	47.85
5	8	97.31	255	48.66	95.7	255	47.85
6	8	96.77	255	21.51	95.7	255	47.85
6	9	96.77	255	48.39	95.16	255	20.71
6	9	96.77	255	48.39	95.16	255	47.58
6	9	96.77	255	48.39	95.16	255	47.58
7	10	96.24	255	21.24	94.62	255	20.44
7	10	96.24	255	48.12	94.62	255	47.31
7	10	96.24	255	48.12	94.62	255	47.31
7	10	96.24	255	48.12	94.62	255	47.31
7	10	96.24	255	48.12	94.62	255	47.31
8	10	95.7	255	20.97	94.62	255	47.31
8	11	95.7	255	47.85	94.09	255	20.17
8	11	95.7	255	47.85	94.09	255	47.04
8	11	95.7	255	47.85	94.09	255	47.04
9	11	95.16	255	20.71	94.09	255	47.04
9	12	95.16	255	47.58	93.55	255	19.9
9	12	95.16	255	47.58	93.55	255	46.78
9	12	95.16	255	47.58	93.55	255	46.78
